No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
11711,2014,7,1,22,83,184,2,24,1000,169,22.5,997.7,22.3,2.4,ENE,0.9,Gucheng,7/1/2014 22:00,2014-07,Light Rain
11712,2014,7,1,23,57,72,2,21,900,136,22,997.2,21.7,0.4,NE,1.1,Gucheng,7/1/2014 23:00,2014-07,No Rain
11715,2014,7,2,2,33,33,2,13,700,96,21.6,996.4,21.4,1.7,N,0.9,Gucheng,7/2/2014 2:00,2014-07,Light Rain
11716,2014,7,2,3,39,39,2,11,500,97,21.2,995.8,21.2,6,NNE,0.7,Gucheng,7/2/2014 3:00,2014-07,Moderate Rain
11717,2014,7,2,4,47,47,2,9,500,116,21.2,995.6,21.2,0.2,E,0.8,Gucheng,7/2/2014 4:00,2014-07,No Rain
11722,2014,7,2,9,56,56,2,32,900,88,21.7,996.5,21.7,1.2,NNE,0.6,Gucheng,7/2/2014 9:00,2014-07,Light Rain
11723,2014,7,2,10,52,52,2,38,1100,80,22.5,996.3,22.5,0.1,ESE,0.4,Gucheng,7/2/2014 10:00,2014-07,No Rain
11992,2014,7,13,15,13,32,2,14,300,137,30.6,994.6,16.6,0.2,NNW,1.8,Gucheng,7/13/2014 15:00,2014-07,No Rain
11993,2014,7,13,16,16,166,2,27,300,137,27,993.4,19.9,3,WNW,0,Gucheng,7/13/2014 16:00,2014-07,Light Rain
12045,2014,7,15,20,65,141,8,43,700,170,26.2,996.1,22.9,0.9,SW,1.1,Gucheng,7/15/2014 20:00,2014-07,No Rain
12046,2014,7,15,21,67,221,6,55,700,134,24.3,996.3,23.6,1.6,WNW,0.9,Gucheng,7/15/2014 21:00,2014-07,Light Rain
12061,2014,7,16,12,167,167,2,41,1000,110,28.2,996,23.3,0.3,ESE,1.1,Gucheng,7/16/2014 12:00,2014-07,No Rain
12072,2014,7,16,23,40,44,2,52,700,61,22.2,996.8,20.7,0.1,NNE,0.8,Gucheng,7/16/2014 23:00,2014-07,No Rain
12251,2014,7,24,10,52,108,2,76,1100,18,26.4,999.3,22.5,0.3,NW,0.6,Gucheng,7/24/2014 10:00,2014-07,No Rain
12382,2014,7,29,21,124,133,2,28,900,162,24.2,995.6,23.5,0.8,W,1.7,Gucheng,7/29/2014 21:00,2014-07,No Rain
12383,2014,7,29,22,82,120,2,22,800,162,24.2,995.7,23.9,0.2,SSE,1,Gucheng,7/29/2014 22:00,2014-07,No Rain
12384,2014,7,29,23,48,55,2,20,700,140,24,995.8,23.7,0.5,W,0.6,Gucheng,7/29/2014 23:00,2014-07,No Rain
12385,2014,7,30,0,55,55,2,31,700,115,23.8,996.2,23.6,1.1,S,1.2,Gucheng,7/30/2014 0:00,2014-07,Light Rain
12386,2014,7,30,1,51,51,2,26,700,105,23.6,995.6,23.6,0.7,SW,0.4,Gucheng,7/30/2014 1:00,2014-07,No Rain
12388,2014,7,30,3,46,46,2,25,500,67,23.6,996,23.6,4,SSE,0.5,Gucheng,7/30/2014 3:00,2014-07,Light Rain
12389,2014,7,30,4,51,51,2,25,500,85,23.4,996.9,23.4,4.1,NNE,0.5,Gucheng,7/30/2014 4:00,2014-07,Moderate Rain
12390,2014,7,30,5,59,59,2,21,700,77,23.3,997,23.3,0.5,NE,0.5,Gucheng,7/30/2014 5:00,2014-07,No Rain
12391,2014,7,30,6,61,61,2,19,700,97,23.4,997.5,23.4,0.3,NNE,0.6,Gucheng,7/30/2014 6:00,2014-07,No Rain
12508,2014,8,4,3,36,58,2,20,600,62,26.3,994.1,25.4,0.4,W,0.8,Gucheng,8/4/2014 3:00,2014-08,No Rain
12515,2014,8,4,10,22,22,2,28,400,53,23.5,997.3,21.9,8,NNE,0.5,Gucheng,8/4/2014 10:00,2014-08,Moderate Rain
12516,2014,8,4,11,17,73,2,32,500,46,23,997.5,22.3,1.7,E,1.8,Gucheng,8/4/2014 11:00,2014-08,Light Rain
12517,2014,8,4,12,12,22,2,24,400,50,22.4,998.2,21.7,1.3,E,0.7,Gucheng,8/4/2014 12:00,2014-08,Light Rain
12518,2014,8,4,13,10,10,2,33,500,45,22.1,998.3,21.8,0.9,ENE,1,Gucheng,8/4/2014 13:00,2014-08,No Rain
12519,2014,8,4,14,12,12,2,32,500,42,21.3,998.6,20.8,0.6,NNE,0.7,Gucheng,8/4/2014 14:00,2014-08,No Rain
12645,2014,8,9,20,60,146,5,38,900,157,21.7,999.4,20,5.7,SE,0.7,Gucheng,8/9/2014 20:00,2014-08,Moderate Rain
12646,2014,8,9,21,69,221,4,38,800,143,20.7,999.5,20.4,2.4,W,1.4,Gucheng,8/9/2014 21:00,2014-08,Light Rain
12647,2014,8,9,22,17,62,2,21,500,133,20.6,997.9,20.6,0.7,W,0.7,Gucheng,8/9/2014 22:00,2014-08,No Rain
12651,2014,8,10,2,13,13,2,17,500,103,20,996.6,19.8,0.1,SE,0.8,Gucheng,8/10/2014 2:00,2014-08,No Rain
12719,2014,8,12,22,10,21,2,15,400,122,23.3,1001,19.2,0.5,WSW,1.4,Gucheng,8/12/2014 22:00,2014-08,No Rain
12720,2014,8,12,23,5,84,2,15,400,118,21.2,999.4,20.5,2.7,NNW,0.8,Gucheng,8/12/2014 23:00,2014-08,Light Rain
12725,2014,8,13,4,26,33,2,27,400,82,21.1,1000.3,19.9,0.1,SSW,0.6,Gucheng,8/13/2014 4:00,2014-08,No Rain
12726,2014,8,13,5,21,35,2,24,500,63,20.4,1000.9,20.2,1.2,WSW,1,Gucheng,8/13/2014 5:00,2014-08,Light Rain
12727,2014,8,13,6,25,48,2,25,500,60,20.1,1000.2,20.1,2.3,SW,0.7,Gucheng,8/13/2014 6:00,2014-08,Light Rain
12728,2014,8,13,7,28,28,2,29,600,62,20.1,1000.6,19.9,0.2,SE,0.4,Gucheng,8/13/2014 7:00,2014-08,No Rain
12730,2014,8,13,9,26,27,2,42,700,47,20.4,1000.9,20.2,0.4,NE,0.7,Gucheng,8/13/2014 9:00,2014-08,No Rain
12731,2014,8,13,10,23,31,2,42,700,43,20.4,1001.4,20.2,0.1,NNE,0.8,Gucheng,8/13/2014 10:00,2014-08,No Rain
12732,2014,8,13,11,39,41,2,45,700,50,20.1,1001.3,20.1,1.7,NNE,0.6,Gucheng,8/13/2014 11:00,2014-08,Light Rain
12733,2014,8,13,12,46,46,2,33,800,75,20.1,1001.4,20.1,1,NNE,0.6,Gucheng,8/13/2014 12:00,2014-08,No Rain
12734,2014,8,13,13,39,39,2,30,900,92,20,1001,20,0.3,NE,0,Gucheng,8/13/2014 13:00,2014-08,No Rain
12935,2014,8,21,22,43,82,5,18,500,130,23.7,1002.2,19.8,0.1,W,1.2,Gucheng,8/21/2014 22:00,2014-08,No Rain
12983,2014,8,23,22,138,163,2,76,1400,76,22.9,999,20.2,1.9,ESE,1.1,Gucheng,8/23/2014 22:00,2014-08,Light Rain
12984,2014,8,23,23,65,65,2,31,700,107,21.5,997.8,20.7,0.6,WNW,1,Gucheng,8/23/2014 23:00,2014-08,No Rain
12989,2014,8,24,4,21,21,2,22,400,64,22.2,999.5,19.4,0.6,NNW,0.8,Gucheng,8/24/2014 4:00,2014-08,No Rain
13090,2014,8,28,9,50,60,7,23,600,140,22.6,1008,18.6,0.1,SW,0.5,Gucheng,8/28/2014 9:00,2014-08,No Rain
13091,2014,8,28,10,52,101,5,31,700,118,25.3,1007.7,17.5,0.1,E,1,Gucheng,8/28/2014 10:00,2014-08,No Rain
13172,2014,8,31,19,92,108,2,51,1100,98,21.7,1005.7,21,2.5,NE,0.6,Gucheng,8/31/2014 19:00,2014-08,Light Rain
13173,2014,8,31,20,81,81,2,46,1100,93,21.6,1006.3,21.3,1.4,N,0.6,Gucheng,8/31/2014 20:00,2014-08,Light Rain
13182,2014,9,1,5,102,102,2,50,1300,25,21.5,1006.2,21.3,0.1,N,0.1,Gucheng,9/1/2014 5:00,2014-09,No Rain
13196,2014,9,1,19,140,202,2,38,1200,115,22.5,1003.8,21,1.6,W,1.1,Gucheng,9/1/2014 19:00,2014-09,Light Rain
13197,2014,9,1,20,133,186,2,48,1200,98,21.9,1003.7,21.6,1,E,0.6,Gucheng,9/1/2014 20:00,2014-09,No Rain
13200,2014,9,1,23,40,40,2,28,900,79,19.9,1003.5,19.6,0.3,NE,0,Gucheng,9/1/2014 23:00,2014-09,No Rain
13201,2014,9,2,0,25,25,2,30,800,71,19.9,1003.2,19.7,0.6,NE,0,Gucheng,9/2/2014 0:00,2014-09,No Rain
13202,2014,9,2,1,26,26,2,27,800,67,19.9,1002.9,19.7,0.6,N,0,Gucheng,9/2/2014 1:00,2014-09,No Rain
13203,2014,9,2,2,29,29,2,18,800,62,19.9,1002.5,19.9,1.5,N,0.2,Gucheng,9/2/2014 2:00,2014-09,Light Rain
13204,2014,9,2,3,21,21,2,14,600,63,19.7,1002.3,19.7,1.8,N,0.2,Gucheng,9/2/2014 3:00,2014-09,Light Rain
13205,2014,9,2,4,23,23,2,17,600,82,19.4,1002,19.4,1.3,E,0.5,Gucheng,9/2/2014 4:00,2014-09,Light Rain
13206,2014,9,2,5,24,24,2,15,800,78,19.3,1002,19.3,0.8,NE,0.5,Gucheng,9/2/2014 5:00,2014-09,No Rain
13207,2014,9,2,6,19,19,2,16,700,83,19.5,1002.5,19.5,0.7,NE,0,Gucheng,9/2/2014 6:00,2014-09,No Rain
13208,2014,9,2,7,23,23,2,24,800,67,19.8,1002.5,19.8,0.4,NNE,0.6,Gucheng,9/2/2014 7:00,2014-09,No Rain
13210,2014,9,2,9,20,20,2,34,1000,78,20.1,1003.2,19.6,0.3,N,1.4,Gucheng,9/2/2014 9:00,2014-09,No Rain
13211,2014,9,2,10,17,17,2,34,1000,82,20.6,1002.9,19.9,0.2,N,0.6,Gucheng,9/2/2014 10:00,2014-09,No Rain
13217,2014,9,2,16,5,6,2,13,500,90,19.9,1003.4,19.1,3.1,NNE,0.7,Gucheng,9/2/2014 16:00,2014-09,Light Rain
13218,2014,9,2,17,6,46,2,17,500,78,20,1003.5,19.3,0.7,NNW,1,Gucheng,9/2/2014 17:00,2014-09,No Rain
13438,2014,9,11,21,101,154,22,49,1100,101,20.5,1006.8,19.2,1.9,SW,0.6,Gucheng,9/11/2014 21:00,2014-09,Light Rain
13441,2014,9,12,0,117,117,4,44,1200,62,19.9,1006.8,18.9,0.1,WNW,0.7,Gucheng,9/12/2014 0:00,2014-09,No Rain
13443,2014,9,12,2,108,108,2,40,900,32,19.6,1006.9,18.8,0.2,W,1,Gucheng,9/12/2014 2:00,2014-09,No Rain
13444,2014,9,12,3,105,110,2,83,800,2,19,1006.9,17.8,0.4,WSW,0.6,Gucheng,9/12/2014 3:00,2014-09,No Rain
13445,2014,9,12,4,75,75,2,56,500,32,18.5,1006.9,17.2,0.1,W,0.5,Gucheng,9/12/2014 4:00,2014-09,No Rain
13446,2014,9,12,5,61,61,2,41,600,35,18.6,1007.4,17.6,0.1,SW,0.6,Gucheng,9/12/2014 5:00,2014-09,No Rain
13908,2014,10,1,11,74,115,9,60,800,14,13.3,1008.5,6.4,0.1,NNE,1.1,Gucheng,10/1/2014 11:00,2014-10,No Rain
13909,2014,10,1,12,73,124,7,65,800,11,10.9,1008,8.1,0.5,NNE,0.8,Gucheng,10/1/2014 12:00,2014-10,No Rain
13910,2014,10,1,13,72,106,3,62,800,9,10.5,1007.5,9.1,1.8,NNE,0.5,Gucheng,10/1/2014 13:00,2014-10,Light Rain
13911,2014,10,1,14,74,88,2,61,800,8,10.4,1007,9.5,2.3,ESE,1.3,Gucheng,10/1/2014 14:00,2014-10,Light Rain
13912,2014,10,1,15,75,75,2,65,900,5,10.5,1006.7,9.6,0.2,ENE,0.8,Gucheng,10/1/2014 15:00,2014-10,No Rain
13913,2014,10,1,16,73,73,2,65,900,3,10.6,1006.9,9.5,0.1,N,0.5,Gucheng,10/1/2014 16:00,2014-10,No Rain
13914,2014,10,1,17,75,75,2,66,1100,2,10.8,1007,9.9,0.3,N,0.7,Gucheng,10/1/2014 17:00,2014-10,No Rain
13915,2014,10,1,18,80,80,2,67,1200,2,10.8,1007.1,9.9,0.6,N,0.5,Gucheng,10/1/2014 18:00,2014-10,No Rain
13916,2014,10,1,19,85,85,2,70,1400,2,11,1007.1,10.2,0.6,ENE,0.4,Gucheng,10/1/2014 19:00,2014-10,No Rain
13917,2014,10,1,20,93,93,2,71,1400,2,11,1007.2,10.2,1.7,ESE,0.6,Gucheng,10/1/2014 20:00,2014-10,Light Rain
13918,2014,10,1,21,93,93,2,69,1400,2,11,1007.1,10.4,0.4,S,0.4,Gucheng,10/1/2014 21:00,2014-10,No Rain
13919,2014,10,1,22,93,93,2,69,1200,2,11.1,1006.7,10.5,0.2,ESE,0.7,Gucheng,10/1/2014 22:00,2014-10,No Rain
13925,2014,10,2,4,72,72,2,53,800,3,9.5,1005.2,9.2,0.1,W,0.7,Gucheng,10/2/2014 4:00,2014-10,No Rain
13955,2014,10,3,10,58,74,5,51,1200,2,16.2,1011,12,0.1,E,1.4,Gucheng,10/3/2014 10:00,2014-10,No Rain
13966,2014,10,3,21,125,140,5,79,2000,2,15.7,1010,14.4,0.2,WNW,0,Gucheng,10/3/2014 21:00,2014-10,No Rain
13967,2014,10,3,22,129,148,4,76,2100,2,15.4,1009.7,14.4,0.4,NE,0.5,Gucheng,10/3/2014 22:00,2014-10,No Rain
13968,2014,10,3,23,124,124,3,71,2200,2,15.4,1009.6,14.8,0.3,SW,0.6,Gucheng,10/3/2014 23:00,2014-10,No Rain
13969,2014,10,4,0,120,120,3,65,2300,2,15.4,1009.4,14.4,0.1,SSE,2,Gucheng,10/4/2014 0:00,2014-10,No Rain
13971,2014,10,4,2,90,90,4,39,1000,25,15.1,1009,14.3,0.1,SSW,1.6,Gucheng,10/4/2014 2:00,2014-10,No Rain
13975,2014,10,4,6,82,82,5,23,700,65,14.7,1010.6,12.9,0.1,WSW,1.2,Gucheng,10/4/2014 6:00,2014-10,No Rain
14071,2014,10,8,6,179,211,5,98,1300,2,13.2,1012.6,11.9,0.6,ENE,0.5,Gucheng,10/8/2014 6:00,2014-10,No Rain
14072,2014,10,8,7,191,230,5,91,1600,2,13.3,1013,12.5,0.6,S,0,Gucheng,10/8/2014 7:00,2014-10,No Rain
14075,2014,10,8,10,218,218,6,87,2100,11,16.3,1012.4,12.3,0.1,ESE,0.7,Gucheng,10/8/2014 10:00,2014-10,No Rain
14076,2014,10,8,11,213,223,12,82,1800,31,17.4,1011.8,12.7,0.2,ENE,1.2,Gucheng,10/8/2014 11:00,2014-10,No Rain
14603,2014,10,30,10,140,198,13,92,1700,4,13.2,1016,8.5,0.1,N,0.2,Gucheng,10/30/2014 10:00,2014-10,No Rain
15330,2014,11,29,17,229,303,21,93,2800,2,3.4,1009,1.6,0.2,ESE,0.9,Gucheng,11/29/2014 17:00,2014-11,No Rain
17298,2015,2,19,17,189,189,17,32,1300,46,2,1018,1,0.2,SSW,2,Gucheng,2/19/2015 17:00,2015-02,No Rain
17299,2015,2,19,18,174,174,11,29,1200,42,1,1020,0.1,0.3,S,2.1,Gucheng,2/19/2015 18:00,2015-02,No Rain
17300,2015,2,19,19,175,175,10,27,1200,43,2,1020,1.1,0.1,SSW,1.4,Gucheng,2/19/2015 19:00,2015-02,No Rain
17308,2015,2,20,3,194,194,15,23,1500,39,2,1018,1.1,0.1,S,1,Gucheng,2/20/2015 3:00,2015-02,No Rain
17309,2015,2,20,4,167,167,11,23,1500,35,1,1015,0.4,0.9,WSW,1.2,Gucheng,2/20/2015 4:00,2015-02,No Rain
17310,2015,2,20,5,126,126,11,17,1100,42,1,1013,0.4,0.7,SSE,0.7,Gucheng,2/20/2015 5:00,2015-02,No Rain
17311,2015,2,20,6,125,125,9,25,1300,31,1,1013,0.6,1.2,S,0.7,Gucheng,2/20/2015 6:00,2015-02,Light Rain
17312,2015,2,20,7,141,141,10,25,1300,28,0.7,1014.6,0.3,0.3,SE,0.6,Gucheng,2/20/2015 7:00,2015-02,No Rain
17313,2015,2,20,8,134,134,12,29,1300,27,1,1013,0.4,0.3,SSE,0.5,Gucheng,2/20/2015 8:00,2015-02,No Rain
17314,2015,2,20,9,126,126,11,35,1200,26,1,1016,0.4,0.3,SSE,1.3,Gucheng,2/20/2015 9:00,2015-02,No Rain
17315,2015,2,20,10,129,129,11,41,1400,18,1,1017,0.3,0.2,SW,1.3,Gucheng,2/20/2015 10:00,2015-02,No Rain
17316,2015,2,20,11,132,132,12,45,1600,15,1,1015,0.3,0.5,SW,1.1,Gucheng,2/20/2015 11:00,2015-02,No Rain
17317,2015,2,20,12,135,135,13,40,1600,18,1,1014,0.1,0.6,SE,0.9,Gucheng,2/20/2015 12:00,2015-02,No Rain
17325,2015,2,20,20,175,175,14,50,2100,7,1,1009,0.3,0.2,WNW,1.1,Gucheng,2/20/2015 20:00,2015-02,No Rain
17326,2015,2,20,21,197,197,14,46,2200,6,1,1013,0.3,0.3,W,0.9,Gucheng,2/20/2015 21:00,2015-02,No Rain
17328,2015,2,20,23,197,197,14,47,2300,3,1,1008,0.6,0.2,WNW,0.9,Gucheng,2/20/2015 23:00,2015-02,No Rain
17498,2015,2,28,1,63,72,10,29,1000,30,-1,1020,-2.4,0.1,S,2.5,Gucheng,2/28/2015 1:00,2015-02,No Rain
17499,2015,2,28,2,42,42,6,18,700,36,-1,1023,-2.7,0.1,SSW,2.4,Gucheng,2/28/2015 2:00,2015-02,No Rain
17504,2015,2,28,7,44,44,6,25,800,22,-1,1016,-2.6,0.1,W,1.2,Gucheng,2/28/2015 7:00,2015-02,No Rain
17505,2015,2,28,8,63,63,6,29,1000,15,-1,1020,-2.3,0.2,WSW,0.9,Gucheng,2/28/2015 8:00,2015-02,No Rain
17506,2015,2,28,9,75,75,6,30,1000,12,-1,1018,-2.3,0.3,SW,0.8,Gucheng,2/28/2015 9:00,2015-02,No Rain
18252,2015,3,31,11,155,155,14,70,3000,16,12.6,1008.1,10.7,0.2,E,1,Gucheng,3/31/2015 11:00,2015-03,No Rain
18253,2015,3,31,12,142,142,13,66,3000,23,12.5,1008.6,9.5,0.1,ESE,1.1,Gucheng,3/31/2015 12:00,2015-03,No Rain
18286,2015,4,1,21,57,111,5,54,700,37,9.7,1007.7,-0.5,0.1,WNW,1.1,Gucheng,4/1/2015 21:00,2015-04,No Rain
18287,2015,4,1,22,73,88,3,51,700,35,8.1,1006.6,2.7,0.5,WNW,0.9,Gucheng,4/1/2015 22:00,2015-04,No Rain
18288,2015,4,1,23,49,68,2,29,600,52,7.6,1006.2,2.7,0.6,WNW,0.4,Gucheng,4/1/2015 23:00,2015-04,No Rain
18289,2015,4,2,0,44,54,2,20,500,53,6.5,1005.4,3.5,1.8,NW,0.9,Gucheng,4/2/2015 0:00,2015-04,Light Rain
18290,2015,4,2,1,39,39,2,15,600,55,5.8,1003.6,3.8,4.2,N,0.6,Gucheng,4/2/2015 1:00,2015-04,Moderate Rain
18291,2015,4,2,2,35,35,3,13,700,48,5.4,1003.1,4,3.5,W,1.1,Gucheng,4/2/2015 2:00,2015-04,Light Rain
18292,2015,4,2,3,39,39,3,14,700,42,5.5,1001.6,4.3,1.2,NNE,0.7,Gucheng,4/2/2015 3:00,2015-04,Light Rain
18293,2015,4,2,4,41,41,2,12,700,55,5.2,1000.1,3.8,1.1,NW,0,Gucheng,4/2/2015 4:00,2015-04,Light Rain
18294,2015,4,2,5,41,41,2,14,900,55,5.2,999.3,3.8,0.5,NE,0.4,Gucheng,4/2/2015 5:00,2015-04,No Rain
18296,2015,4,2,7,40,40,2,19,800,66,5,997.3,3.3,0.1,NNE,1.8,Gucheng,4/2/2015 7:00,2015-04,No Rain
18300,2015,4,2,11,43,43,4,25,900,64,7.8,993.8,3.8,0.1,N,0.9,Gucheng,4/2/2015 11:00,2015-04,No Rain
18301,2015,4,2,12,39,39,4,20,800,74,9.4,991.8,4.2,0.4,N,1.6,Gucheng,4/2/2015 12:00,2015-04,No Rain
18522,2015,4,11,17,98,98,9,30,800,114,16.4,1010.1,6.8,0.2,SSW,1.8,Gucheng,4/11/2015 17:00,2015-04,No Rain
18523,2015,4,11,18,46,46,8,36,800,92,15.8,1010.8,7.3,0.1,W,1,Gucheng,4/11/2015 18:00,2015-04,No Rain
18526,2015,4,11,21,134,134,12,39,1700,80,12.8,1014.6,7.7,0.8,SE,1.9,Gucheng,4/11/2015 21:00,2015-04,No Rain
18528,2015,4,11,23,17,17,3,14,400,70,9.4,1015.5,7.2,3.1,ESE,1.5,Gucheng,4/11/2015 23:00,2015-04,Light Rain
18529,2015,4,12,0,12,12,3,18,300,67,9.6,1014.8,7.5,0.2,ENE,1.5,Gucheng,4/12/2015 0:00,2015-04,No Rain
18905,2015,4,27,16,115,178,18,35,1100,196,26.7,993,14.1,0.1,SSW,2,Gucheng,4/27/2015 16:00,2015-04,No Rain
18906,2015,4,27,17,109,194,18,39,1100,195,25.4,995.3,15.7,0.1,W,1.3,Gucheng,4/27/2015 17:00,2015-04,No Rain
18907,2015,4,27,18,69,69,11,35,800,139,21.6,994.7,13,0.8,W,0.8,Gucheng,4/27/2015 18:00,2015-04,No Rain
18999,2015,5,1,14,54,124,3,14,400,86,18.4,1001.7,13.3,0.3,WNW,1.4,Gucheng,5/1/2015 14:00,2015-05,No Rain
19000,2015,5,1,15,30,41,2,16,400,73,16.7,1001.7,13.6,0.5,NNE,0.8,Gucheng,5/1/2015 15:00,2015-05,No Rain
19001,2015,5,1,16,22,22,2,18,400,73,16.4,1001.4,13.1,1.4,SSE,2.2,Gucheng,5/1/2015 16:00,2015-05,Light Rain
19002,2015,5,1,17,18,18,2,25,400,73,15.4,1001.9,13.2,2.4,E,0.8,Gucheng,5/1/2015 17:00,2015-05,Light Rain
19003,2015,5,1,18,21,21,2,31,500,60,15.5,1002.4,13.7,0.4,ENE,0.8,Gucheng,5/1/2015 18:00,2015-05,No Rain
19004,2015,5,1,19,34,36,2,38,500,46,15.3,1003.3,14,1.1,NE,0.6,Gucheng,5/1/2015 19:00,2015-05,Light Rain
19005,2015,5,1,20,36,36,2,44,600,41,15.1,1003.2,13,1.3,NW,1,Gucheng,5/1/2015 20:00,2015-05,Light Rain
19006,2015,5,1,21,24,24,2,39,400,60,14.8,1004.1,13.5,0.9,WNW,0.9,Gucheng,5/1/2015 21:00,2015-05,No Rain
19007,2015,5,1,22,21,21,2,29,400,66,14.9,1003.7,13.3,0.1,NW,0,Gucheng,5/1/2015 22:00,2015-05,No Rain
19177,2015,5,9,0,89,89,9,26,1100,84,15.6,1008,9.7,0.1,S,2.4,Gucheng,5/9/2015 0:00,2015-05,No Rain
19179,2015,5,9,2,70,97,5,35,1200,42,14,1009.2,9.4,0.2,SSW,1.6,Gucheng,5/9/2015 2:00,2015-05,No Rain
19189,2015,5,9,12,37,55,7,46,1000,38,13.6,1010.7,3.6,0.1,E,1.3,Gucheng,5/9/2015 12:00,2015-05,No Rain
19193,2015,5,9,16,21,32,2,30,500,61,13.1,1009.9,5.5,0.1,NE,0.8,Gucheng,5/9/2015 16:00,2015-05,No Rain
19212,2015,5,10,11,40,79,2,53,800,34,9.3,1008.6,7.9,0.6,ENE,0.8,Gucheng,5/10/2015 11:00,2015-05,No Rain
19213,2015,5,10,12,36,40,2,50,900,37,8.7,1008.6,7.8,1.2,NNE,1.1,Gucheng,5/10/2015 12:00,2015-05,Light Rain
19214,2015,5,10,13,45,45,2,48,1300,35,8.8,1008,8,4.6,NE,1.1,Gucheng,5/10/2015 13:00,2015-05,Moderate Rain
19215,2015,5,10,14,22,22,2,48,1200,33,8.8,1008.2,7.9,5,NE,0.9,Gucheng,5/10/2015 14:00,2015-05,Moderate Rain
19216,2015,5,10,15,18,18,2,50,1300,31,8.9,1006.9,8.1,4,NE,0.9,Gucheng,5/10/2015 15:00,2015-05,Light Rain
19217,2015,5,10,16,26,26,2,53,1500,32,9,1006.3,8.2,2.7,NE,0.9,Gucheng,5/10/2015 16:00,2015-05,Light Rain
19218,2015,5,10,17,23,23,2,54,1500,33,9.3,1006.8,8.4,2.6,NNE,0.6,Gucheng,5/10/2015 17:00,2015-05,Light Rain
19219,2015,5,10,18,17,17,2,54,1400,31,9.3,1006,8.5,2.1,ENE,0.6,Gucheng,5/10/2015 18:00,2015-05,Light Rain
19220,2015,5,10,19,23,23,2,53,1400,35,9.6,1006.2,8.8,0.9,WSW,0.4,Gucheng,5/10/2015 19:00,2015-05,No Rain
19221,2015,5,10,20,22,22,2,54,1400,30,9.6,1006.2,8.8,0.3,SSW,0.5,Gucheng,5/10/2015 20:00,2015-05,No Rain
19387,2015,5,17,18,161,250,10,52,1500,146,23.3,987.8,18.8,0.9,E,0.9,Gucheng,5/17/2015 18:00,2015-05,No Rain
19388,2015,5,17,19,175,197,7,57,1600,135,22.8,987.7,18.8,0.1,NNE,1.1,Gucheng,5/17/2015 19:00,2015-05,No Rain
19657,2015,5,29,0,110,196,6,47,1000,98,23.5,997.3,19,0.1,W,0.5,Gucheng,5/29/2015 0:00,2015-05,No Rain
19660,2015,5,29,3,122,122,4,49,1100,58,22.5,997.1,19.7,0.1,SSE,0.6,Gucheng,5/29/2015 3:00,2015-05,No Rain
19661,2015,5,29,4,112,112,4,26,900,87,22.3,997.7,18.7,0.1,N,0.7,Gucheng,5/29/2015 4:00,2015-05,No Rain
19662,2015,5,29,5,68,68,3,16,700,81,20.9,997.9,18.5,0.3,N,0.5,Gucheng,5/29/2015 5:00,2015-05,No Rain
19811,2015,6,4,10,36,93,5,82,900,22,20.9,997.9,15.2,0.4,NNE,0.5,Gucheng,6/4/2015 10:00,2015-06,No Rain
19812,2015,6,4,11,41,76,4,74,800,38,20.3,997.7,15.9,0.4,N,0.4,Gucheng,6/4/2015 11:00,2015-06,No Rain
19813,2015,6,4,12,48,88,3,73,800,34,19.9,996.9,16.7,1.1,SE,1.1,Gucheng,6/4/2015 12:00,2015-06,Light Rain
19814,2015,6,4,13,50,54,3,37,700,79,19.4,995.8,16.8,0.7,WSW,1.2,Gucheng,6/4/2015 13:00,2015-06,No Rain
19815,2015,6,4,14,53,66,2,37,700,71,18.9,995.6,17.2,1.6,SW,1.1,Gucheng,6/4/2015 14:00,2015-06,Light Rain
19816,2015,6,4,15,50,50,2,27,7000,85,18.5,995,16.8,1.8,SW,1.6,Gucheng,6/4/2015 15:00,2015-06,Light Rain
19817,2015,6,4,16,55,55,3,29,800,82,20.4,994.3,17.4,0.1,SSW,1.6,Gucheng,6/4/2015 16:00,2015-06,No Rain
19843,2015,6,5,18,80,239,10,39,900,218,25.8,988.7,19,1,NE,0.7,Gucheng,6/5/2015 18:00,2015-06,No Rain
19844,2015,6,5,19,89,128,3,54,900,160,25.8,990.7,18.5,0.6,NNE,1.6,Gucheng,6/5/2015 19:00,2015-06,No Rain
19845,2015,6,5,20,70,124,5,41,700,158,22.3,990.8,20,0.9,N,0.7,Gucheng,6/5/2015 20:00,2015-06,No Rain
19865,2015,6,6,16,26,78,4,31,4000,180,24.8,994.4,19,1.6,NNW,0.4,Gucheng,6/6/2015 16:00,2015-06,Light Rain
19867,2015,6,6,18,31,82,4,24,4000,136,24.3,995.3,16,0.2,NE,1,Gucheng,6/6/2015 18:00,2015-06,No Rain
19868,2015,6,6,19,30,103,2,36,6000,67,21.5,995.9,19.1,2,NE,0.7,Gucheng,6/6/2015 19:00,2015-06,Light Rain
19914,2015,6,8,17,16,78,4,18,300,170,26.4,995.7,12.8,0.3,WSW,1.7,Gucheng,6/8/2015 17:00,2015-06,No Rain
19915,2015,6,8,18,16,66,3,25,400,131,26.5,994.7,12.5,0.1,WSW,1.4,Gucheng,6/8/2015 18:00,2015-06,No Rain
